,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,TxID_1,TxID_2
20,0x9db3f57cc9069dd4307b6a73a752f08fb82f988c,MIM,Fantom,BNB CHAIN,Fantom,6209ac49d3ea681f35eba093,6209b4f0d3ea681f35eba19e
21,0x9db3f57cc9069dd4307b6a73a752f08fb82f988c,USDC,Avalanche,Fantom,BNB CHAIN,62113bdd9e1cf703a57a4bc9,62116a189e1cf703a57a5287
22,0x9db3f57cc9069dd4307b6a73a752f08fb82f988c,USDC,Fantom,BNB CHAIN,Fantom,62116a189e1cf703a57a5287,6211d7959e1cf703a57a5f56
23,0x9db3f57cc9069dd4307b6a73a752f08fb82f988c,USDC,BNB CHAIN,Fantom,Avalanche,6211d7959e1cf703a57a5f56,6211d7d39e1cf703a57a5f5b
24,0x9db3f57cc9069dd4307b6a73a752f08fb82f988c,USDC,Fantom,Avalanche,Fantom,6211d7d39e1cf703a57a5f5b,6211ea4a9e1cf703a57a624a
25,0x9db3f57cc9069dd4307b6a73a752f08fb82f988c,USDC,Avalanche,Fantom,BNB CHAIN,6211ea4a9e1cf703a57a624a,6211eb039e1cf703a57a625d
26,0x4423ac71f53ca92e2f2be5917a9c2468e7412f4a,FXS,BNB CHAIN,Polygon,BNB CHAIN,62115f3311d45e0a4967e63c,6211849a11d45e0a49681a19
27,0x4423ac71f53ca92e2f2be5917a9c2468e7412f4a,FXS,Polygon,BNB CHAIN,Polygon,6211849a11d45e0a49681a19,6211d3d711d45e0a49685dd3
28,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,USDC,Polygon,Fantom,BNB CHAIN,621000e49e1cf703a57a216f,621006f49e1cf703a57a224e
29,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,ETH,Polygon,Avalanche,BNB CHAIN,620f75a29e1cf703a57a0acc,620f7ec59e1cf703a57a0c55
30,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,USDT,Ethereum,Polygon,BNB CHAIN,6210e0b39e1cf703a57a3c5b,6210e3c89e1cf703a57a3cc5
31,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,DAI,Polygon,BNB CHAIN,Fantom,621204ca9e1cf703a57a6680,62120b999e1cf703a57a6775
32,0xb28de84bd7cf6541060b90787d5e81c7039600d2,USDC,Fantom,Avalanche,Fantom,620c243dd3ea681f35ec0066,620c2bad854f936fad899fc8
33,0x34327028c727613872cd80122b9a489a4b9c0bfa,DERC,BNB CHAIN,Polygon,BNB CHAIN,620bac6a854f936fad89745e,620c335e854f936fad89a20a
34,0x34327028c727613872cd80122b9a489a4b9c0bfa,DERC,BNB CHAIN,Polygon,BNB CHAIN,620d01393c8253c5fb8b88c3,620d65b73c8253c5fb8bb40d
35,0x34327028c727613872cd80122b9a489a4b9c0bfa,DERC,Polygon,BNB CHAIN,Polygon,620d65b73c8253c5fb8bb40d,620d67883c8253c5fb8bb468
36,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,Fantom,BNB CHAIN,Fantom,620cdc36d3ea681f35ec1abc,620cf2ead3ea681f35ec1dc9
37,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,BNB CHAIN,Fantom,BNB CHAIN,620cf2ead3ea681f35ec1dc9,620d07c6d3ea681f35ec2150
38,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,Fantom,BNB CHAIN,Fantom,620d07c6d3ea681f35ec2150,620d087cd3ea681f35ec2167
39,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,BNB CHAIN,Fantom,BNB CHAIN,620d087cd3ea681f35ec2167,620d1435d3ea681f35ec23b9
40,0x7fa13526c6b6513d2599c4b6083ba4efe97950b8,MIM,Avalanche,Fantom,Avalanche,620e84dddcf15fd1a4280f89,620f26636e600401c2649c9a
41,0x7fa13526c6b6513d2599c4b6083ba4efe97950b8,MIM,Fantom,Avalanche,Fantom,620f26636e600401c2649c9a,620f29606e600401c2649d00
42,0x7fa13526c6b6513d2599c4b6083ba4efe97950b8,MIM,Avalanche,Fantom,Avalanche,620f29606e600401c2649d00,620f50239e1cf703a57a05e9
43,0x0464d1871930ba0aa1b398fb28ab348f6b7caffe,USDC,Fantom,Polygon,Fantom,6211b3e29e1cf703a57a5b0d,6211b7b29e1cf703a57a5b7f
44,0x7a505df95aac78f142ca98cecd771d3c398b4b71,GEMG,BNB CHAIN,Polygon,BNB CHAIN,620923622219a24b7e94b253,620925922219a24b7e94b379
45,0x7a505df95aac78f142ca98cecd771d3c398b4b71,USDC,BNB CHAIN,Polygon,BNB CHAIN,620d34713c8253c5fb8b978d,620d6c31d3ea681f35ec3381
46,0x7a505df95aac78f142ca98cecd771d3c398b4b71,DERC,Polygon,BNB CHAIN,Polygon,620993342219a24b7e94c8b1,6209d1672219a24b7e94d512
47,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,USDC,Fantom,Polygon,BNB CHAIN,6209b0f7d3ea681f35eba10e,6209c5c12219a24b7e94d308
48,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,USDC,Polygon,BNB CHAIN,Polygon,6209c5c12219a24b7e94d308,6209f02f854f936fad88b923
49,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,USDC,BNB CHAIN,Polygon,Avalanche,6209f02f854f936fad88b923,620a14f4854f936fad88c065
50,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,USDT,BNB CHAIN,Fantom,Avalanche,620dfcd89e7d5ed1f4f40e85,620e03b29e7d5ed1f4f40fa0
51,0xc70882fd04799dfa6b72c7bda3068bfd9e11be66,USDC,Polygon,BNB CHAIN,Avalanche,620b05dc854f936fad89472b,620b66c7854f936fad89619d
52,0x50e01433711f0cde93d09856405f64a579fa5244,WETH,Fantom,Ethereum,Fantom,620d2d83d3ea681f35ec282b,620d40f9d3ea681f35ec2b74
53,0x50e01433711f0cde93d09856405f64a579fa5244,WETH,Ethereum,Fantom,Ethereum,620d40f9d3ea681f35ec2b74,620ddd29dcf15fd1a427f803
54,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,BIFI,BNB CHAIN,Avalanche,BNB CHAIN,620c77a2d3ea681f35ec0d63,620c77dfd3ea681f35ec0d6f
55,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,BIFI,Avalanche,BNB CHAIN,Fantom,620c77dfd3ea681f35ec0d6f,620cbee7d3ea681f35ec16a8
56,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,GCAKE,Ethereum,BNB CHAIN,Ethereum,620ccd69d3ea681f35ec18c2,620ccde3d3ea681f35ec18de
57,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,KAE,Fantom,Ethereum,Fantom,62099a75d3ea681f35eb9e75,62099b62d3ea681f35eb9e9a
58,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,Ethereum,BNB CHAIN,Ethereum,6212eb229e1cf703a57a8a5d,6212eb9c9e1cf703a57a8a73
59,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,6212eb9c9e1cf703a57a8a73,62134ec39e1cf703a57a9587
60,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,Ethereum,BNB CHAIN,Ethereum,62134ec39e1cf703a57a9587,62134eff9e1cf703a57a9598
61,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,62134eff9e1cf703a57a9598,62134f789e1cf703a57a95bc
62,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,RDT,Ethereum,BNB CHAIN,Ethereum,620b8db6d3ea681f35ebe53f,620b8e30d3ea681f35ebe555
63,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,RDT,BNB CHAIN,Ethereum,BNB CHAIN,620b8e30d3ea681f35ebe555,620b8ea3d3ea681f35ebe56c
64,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa0839e1cf703a57a10f4,620fa4039e1cf703a57a1173
65,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fa4039e1cf703a57a1173,620fa43f9e1cf703a57a117c
66,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa43f9e1cf703a57a117c,620fa4b99e1cf703a57a118e
67,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d15dcf15fd1a4280b69,620e6eb9dcf15fd1a4280bac
68,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,UMAD,Ethereum,BNB CHAIN,Ethereum,620fe2d89e1cf703a57a1ca1,620ffef99e1cf703a57a2125
69,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,UMAD,BNB CHAIN,Ethereum,BNB CHAIN,620ffef99e1cf703a57a2125,621000229e1cf703a57a214e
70,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Fantom,Ethereum,Fantom,6210cc889e1cf703a57a3992,6210cd019e1cf703a57a39a3
71,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Ethereum,Fantom,Ethereum,6210cd019e1cf703a57a39a3,6210cd3e9e1cf703a57a39aa
72,0x8ef2686170eebb7ffc49aaf71c61d6160fc040b4,MATIC,Fantom,Polygon,Fantom,620c7d7bd3ea681f35ec0e39,620c82e1d3ea681f35ec0ef8
73,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,WOO,Fantom,BNB CHAIN,Fantom,620f0bc562d48eee70ee6e6c,620f859811d45e0a4966f845
74,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,Polygon,BNB CHAIN,Polygon,620b2ed7854f936fad894d9b,620b7ff7854f936fad89670b
75,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,BNB CHAIN,Polygon,BNB CHAIN,620b7ff7854f936fad89670b,620b840f854f936fad896886
76,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,Polygon,BNB CHAIN,Polygon,620b840f854f936fad896886,620b8466854f936fad89689a
77,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Ethereum,Polygon,BNB CHAIN,6209926d2219a24b7e94c895,620a078a854f936fad88be25
78,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a078a854f936fad88be25,620a08cd854f936fad88be8a
79,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,BNB CHAIN,Polygon,BNB CHAIN,620a08cd854f936fad88be8a,620a102d854f936fad88bfc3
80,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a102d854f936fad88bfc3,620a1160854f936fad88bff7
81,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Avalanche,Fantom,Polygon,620a2d72854f936fad88c6ae,620a2cdd854f936fad88c6a1
82,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Fantom,Polygon,Fantom,620a2cdd854f936fad88c6a1,620a2dc2854f936fad88c6b6
83,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Polygon,Fantom,BNB CHAIN,620a2dc2854f936fad88c6b6,620ab95a854f936fad891167
84,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ICE,Ethereum,Polygon,Ethereum,620fc15911d45e0a49670c71,620fc4ea11d45e0a49670ddc
85,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ICE,Polygon,Ethereum,Fantom,620fc4ea11d45e0a49670ddc,620fe14c11d45e0a49671fbf
86,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,WETH,Ethereum,Fantom,Ethereum,6209a0262219a24b7e94cb0a,620a302ed3ea681f35ebb207
87,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,WETH,Fantom,Ethereum,Fantom,620a302ed3ea681f35ebb207,620a7cd1854f936fad88dc6b
88,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,YOSHI,BNB CHAIN,Fantom,BNB CHAIN,620f2eeb2aaabc039b736bb6,620f84d911d45e0a4966f811
89,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MRFI,BNB CHAIN,Avalanche,BNB CHAIN,620c57f1854f936fad89b434,620c5daf854f936fad89b892
90,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,BNB CHAIN,Ethereum,BNB CHAIN,620a8078854f936fad88df19,620a80dc854f936fad88df4a
91,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,Ethereum,BNB CHAIN,Ethereum,620a80dc854f936fad88df4a,620a817d854f936fad88df9a
92,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620ab771854f936fad890ecd,620ab7f5854f936fad890f7e
93,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,Ethereum,BNB CHAIN,Ethereum,620ab7f5854f936fad890f7e,620ab8ad854f936fad891079
94,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,NFTY,BNB CHAIN,Ethereum,BNB CHAIN,620b8261854f936fad89682f,620b82dd854f936fad89684a
95,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ANKR,Ethereum,BNB CHAIN,Ethereum,620b9efa854f936fad897044,620b9f7d854f936fad89706a
96,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,YEL,Fantom,Ethereum,Fantom,620d22fb3c8253c5fb8b9329,620d23553c8253c5fb8b9348
97,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,B2M,Polygon,Ethereum,Polygon,621136df11d45e0a4967a915,6211381b11d45e0a4967aa3c
98,0x20cc42b39419525adaf66a6b79cca95894f1dbf7,USDC,Fantom,BNB CHAIN,Fantom,620e07ecdcf15fd1a427fce1,620e1c3bdcf15fd1a427ff66
99,0x8039f3aa709fec29fdc5f075449b23ab609a6998,USDT,Fantom,BNB CHAIN,Fantom,620a8b72d3ea681f35ebbf50,620aad39d3ea681f35ebc494
100,0x8039f3aa709fec29fdc5f075449b23ab609a6998,USDT,BNB CHAIN,Fantom,BNB CHAIN,620aad39d3ea681f35ebc494,620afe4ed3ea681f35ebd043
101,0x8039f3aa709fec29fdc5f075449b23ab609a6998,USDT,Fantom,BNB CHAIN,Fantom,620afe4ed3ea681f35ebd043,620b3297d3ea681f35ebd76f
102,0x8039f3aa709fec29fdc5f075449b23ab609a6998,USDT,BNB CHAIN,Fantom,BNB CHAIN,620b3297d3ea681f35ebd76f,620b4c61d3ea681f35ebdaf9
103,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a298c854f936fad88c601,620a2a9ad3ea681f35ebb13e
104,0x8039f3aa709fec29fdc5f075449b23ab609a6998,WTF,BNB CHAIN,Avalanche,BNB CHAIN,6210efec9e1cf703a57a3ef2,6210f0659e1cf703a57a3f08
105,0x8039f3aa709fec29fdc5f075449b23ab609a6998,ALPACA,Fantom,BNB CHAIN,Fantom,620ecd6bdcf15fd1a4281b70,620edb03dcf15fd1a4281d5e
106,0x8039f3aa709fec29fdc5f075449b23ab609a6998,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620edb03dcf15fd1a4281d5e,620ee605dcf15fd1a4281edd
107,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d2a62d48eee70ee1dfb,620e6e4f62d48eee70ee1f48
108,0x8039f3aa709fec29fdc5f075449b23ab609a6998,KST,Ethereum,BNB CHAIN,Ethereum,6210450d9e1cf703a57a29e8,621046ed9e1cf703a57a2a1d
109,0x7309b6a480e8c33fb75b5c770a0c9516e9507776,USV,Ethereum,Avalanche,Polygon,620e750262d48eee70ee274c,620e7bd862d48eee70ee2dbc
110,0x60e81aac6ce31d84121732362c9855ae1a9f09f3,STORE,Ethereum,BNB CHAIN,Ethereum,62092b592219a24b7e94b545,62092c752219a24b7e94b55a
111,0x60e81aac6ce31d84121732362c9855ae1a9f09f3,STORE,BNB CHAIN,Ethereum,BNB CHAIN,62092c752219a24b7e94b55a,6209b9092219a24b7e94d085
112,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,DAI,Polygon,Fantom,Polygon,620adf18d3ea681f35ebcc07,620af5a9d3ea681f35ebcf1a
113,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,DAI,Fantom,Polygon,Fantom,620af5a9d3ea681f35ebcf1a,620b0c5cd3ea681f35ebd232
114,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,DAI,Polygon,Fantom,Polygon,620b0c5cd3ea681f35ebd232,620b307cd3ea681f35ebd730
115,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,DAI,Fantom,Polygon,Fantom,620b307cd3ea681f35ebd730,620bce6fd3ea681f35ebf0f8
116,0x5628ba07034e625180fb6d3a46932a1012f76984,BANANA,Polygon,BNB CHAIN,Polygon,620931822219a24b7e94b612,620972402219a24b7e94c3ca
117,0x5628ba07034e625180fb6d3a46932a1012f76984,BANANA,BNB CHAIN,Polygon,BNB CHAIN,620972402219a24b7e94c3ca,6209b2362219a24b7e94cf1e
118,0x5628ba07034e625180fb6d3a46932a1012f76984,BANANA,Polygon,BNB CHAIN,Polygon,6209b2362219a24b7e94cf1e,6209e1f32219a24b7e94d79a
119,0x5628ba07034e625180fb6d3a46932a1012f76984,START,BNB CHAIN,Polygon,BNB CHAIN,620d59173c8253c5fb8baf90,620dbe253c8253c5fb8bcd7e
120,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,BNB,BNB CHAIN,Polygon,BNB CHAIN,620e11229e7d5ed1f4f411b5,620e219adcf15fd1a428001b
121,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,BNB,Polygon,BNB CHAIN,Avalanche,620e219adcf15fd1a428001b,620e222b62d48eee70edf306
122,0x893eee43910297ad2e2daa2e0f0210a1e754a403,USDC,Ethereum,Fantom,Polygon,621322b49e1cf703a57a90f3,621328169e1cf703a57a918b
123,0x75c29972bf71a564adc4943dc4c199fb19dc7da8,USDC,Fantom,Avalanche,Fantom,620caf7ad3ea681f35ec14bb,620cb2bcd3ea681f35ec151a
124,0x2d00c338eff4f11428169984716d34c7cfce0f30,YOSHI,BNB CHAIN,Fantom,BNB CHAIN,6211ae7c11d45e0a496853b7,6211ddd29e1cf703a57a6048
125,0x2d00c338eff4f11428169984716d34c7cfce0f30,USDC,Fantom,BNB CHAIN,Fantom,6211af4211d45e0a496854ec,6211dee411d45e0a49685f6c
126,0x2d00c338eff4f11428169984716d34c7cfce0f30,LIQR,Fantom,Avalanche,BNB CHAIN,620c65f7854f936fad89bf3c,620d0d703c8253c5fb8b8c5a
127,0x2d00c338eff4f11428169984716d34c7cfce0f30,USDT,Fantom,BNB CHAIN,Avalanche,620f3eff2aaabc039b73791a,620f779511d45e0a4966f455
128,0x15414df0ab180c58d91667e3584e002c5ce807a4,MIM,Fantom,Avalanche,Fantom,6210706f9e1cf703a57a2f0e,6210a9a89e1cf703a57a3570
129,0x7567e696922eb3f140ebdd1770054c634b7bf708,GAIA,BNB CHAIN,Polygon,BNB CHAIN,620b7ba7d3ea681f35ebe1f7,620bb972854f936fad8978e3
130,0x7567e696922eb3f140ebdd1770054c634b7bf708,GAIA,Polygon,BNB CHAIN,Polygon,620bb972854f936fad8978e3,620bbc1fd3ea681f35ebed7a
131,0x7567e696922eb3f140ebdd1770054c634b7bf708,USDC,Polygon,Avalanche,Polygon,6209957d2219a24b7e94c903,620a1ade854f936fad88c201
132,0x7567e696922eb3f140ebdd1770054c634b7bf708,KNC,Avalanche,BNB CHAIN,Polygon,6209b12c2219a24b7e94cf03,6209e03e2219a24b7e94d757
133,0x7567e696922eb3f140ebdd1770054c634b7bf708,KNC,BNB CHAIN,Polygon,Avalanche,6209e03e2219a24b7e94d757,6209e0be2219a24b7e94d76f
134,0x7567e696922eb3f140ebdd1770054c634b7bf708,GMEE,BNB CHAIN,Polygon,BNB CHAIN,620a5f0b854f936fad88cf78,620a60b4854f936fad88d073
135,0x7567e696922eb3f140ebdd1770054c634b7bf708,GMEE,Polygon,BNB CHAIN,Polygon,620a60b4854f936fad88d073,620a9aec854f936fad88ef1e
136,0x7567e696922eb3f140ebdd1770054c634b7bf708,USV,Polygon,BNB CHAIN,Polygon,620dc6773c8253c5fb8bd055,620dc8093c8253c5fb8bd0c9
137,0x7567e696922eb3f140ebdd1770054c634b7bf708,DERC,Polygon,BNB CHAIN,Polygon,620e0b419e7d5ed1f4f4109f,620e7a9a62d48eee70ee2d2f
138,0x7567e696922eb3f140ebdd1770054c634b7bf708,MRFI,Avalanche,BNB CHAIN,Avalanche,620e831adcf15fd1a4280f20,620e834f62d48eee70ee30e2
139,0x7567e696922eb3f140ebdd1770054c634b7bf708,FEAR,BNB CHAIN,Polygon,BNB CHAIN,620a9029854f936fad88e836,620adb1d854f936fad893805
140,0x7567e696922eb3f140ebdd1770054c634b7bf708,FEAR,Polygon,BNB CHAIN,Polygon,620e1a92dcf15fd1a427ff28,620e1ab462d48eee70edf19f
141,0x7567e696922eb3f140ebdd1770054c634b7bf708,BIFI,BNB CHAIN,Avalanche,Polygon,620b66ba854f936fad896198,620b6729854f936fad8961bf
142,0x7567e696922eb3f140ebdd1770054c634b7bf708,WELT,Polygon,BNB CHAIN,Polygon,620ba058854f936fad89709f,620ba292d3ea681f35ebe88c
143,0x7567e696922eb3f140ebdd1770054c634b7bf708,MIMIR,BNB CHAIN,Polygon,BNB CHAIN,620babeb854f936fad897446,620be84e854f936fad8990ec
144,0x7567e696922eb3f140ebdd1770054c634b7bf708,MIMIR,Polygon,BNB CHAIN,Polygon,620be84e854f936fad8990ec,620c37e4854f936fad89a44d
145,0x7567e696922eb3f140ebdd1770054c634b7bf708,BANANA,Polygon,BNB CHAIN,Polygon,620ee20adcf15fd1a4281e63,620eecc162d48eee70ee613d
146,0x9a3e402475cfccd645440e09466eb3c530d7163d,USDC,BNB CHAIN,Fantom,BNB CHAIN,620c6fd4854f936fad89c523,620c7d70854f936fad89c84d
147,0x9a3e402475cfccd645440e09466eb3c530d7163d,USDC,Fantom,BNB CHAIN,Fantom,620c7d70854f936fad89c84d,620cb67326b3d8ba9857db8c
148,0x9a3e402475cfccd645440e09466eb3c530d7163d,USDC,BNB CHAIN,Fantom,BNB CHAIN,620cb67326b3d8ba9857db8c,620cc8b026b3d8ba9857e149
149,0xb780d7b8e783dd58fdcc4c6c535ff045b866eed2,WETH,Fantom,Ethereum,Fantom,620a83e8d3ea681f35ebbe1c,620ad62ed3ea681f35ebcacd
150,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,BIFI,Fantom,BNB CHAIN,Fantom,62114cb511d45e0a4967cabb,62114ecf11d45e0a4967d00f
151,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,USDT,Fantom,BNB CHAIN,Fantom,620e911162d48eee70ee3818,620ebdf862d48eee70ee4faf
152,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,USDT,BNB CHAIN,Fantom,BNB CHAIN,620ebdf862d48eee70ee4faf,620f37712aaabc039b7372e7
153,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,GAIA,Polygon,BNB CHAIN,Polygon,620c6a33854f936fad89c27a,620ce0dfd3ea681f35ec1b57
154,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,GAIA,BNB CHAIN,Polygon,BNB CHAIN,620ce0dfd3ea681f35ec1b57,620d21413c8253c5fb8b92c8
155,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e84a762d48eee70ee318c,620e899962d48eee70ee340b
156,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,620e899962d48eee70ee340b,620e8a2762d48eee70ee3443
